Vertex,Label,Region
10924,supramarginal R,RP
10925,posteriorcingulate R,RL
10926,paracentral R,RC
10927,transversetemporal R,RT
10928,inferiortemporal R,RT
10929,fusiform R,RT
10930,superiortemporal R,RT
10931,middletemporal R,RT
10932,postcentral R,RC
10933,superiortemporal R,RT
10934,supramarginal R,RP
10935,fusiform R,RT
10936,precentral R,RC
10937,precentral R,RC
10938,insula R,RT
10939,postcentral R,RC
10940,parahippocampal R,RT
10941,postcentral R,RC
10943,precentral R,RC
10944,precentral R,RC
10945,posteriorcingulate R,RL
10946,supramarginal R,RP
10947,middletemporal R,RT
10948,supramarginal R,RP
10949,parahippocampal R,RT
10950,postcentral R,RC
10951,postcentral R,RC
10952,supramarginal R,RP
10953,supramarginal R,RP
10954,postcentral R,RC
10956,parahippocampal R,RT
10957,posteriorcingulate R,RL
10958,middletemporal R,RT
10959,paracentral R,RC
10961,superiortemporal R,RT
10962,supramarginal R,RP
10963,precentral R,RC
10964,posteriorcingulate R,RL
10965,supramarginal R,RP
10968,superiortemporal R,RT
10969,middletemporal R,RT
10970,transversetemporal R,RT
10971,inferiortemporal R,RT
10973,inferiortemporal R,RT
10974,precentral R,RC
10975,fusiform R,RT
10976,insula R,RT
10977,middletemporal R,RT
10978,precentral R,RC
10979,precentral R,RC
10980,fusiform R,RT
10981,supramarginal R,RP
10983,superiortemporal R,RT
10984,postcentral R,RC
10985,precentral R,RC
10986,inferiortemporal R,RT
10987,inferiortemporal R,RT
10988,superiortemporal R,RT
10989,postcentral R,RC
10990,transversetemporal R,RT
10991,supramarginal R,RP
10992,inferiortemporal R,RT
10993,fusiform R,RT
10994,superiortemporal R,RT
10996,supramarginal R,RP
10998,supramarginal R,RP
10999,middletemporal R,RT
11000,precentral R,RC
11001,postcentral R,RC
11002,supramarginal R,RP
11003,middletemporal R,RT
11004,postcentral R,RC
11005,middletemporal R,RT
11006,supramarginal R,RP
11007,precentral R,RC
11008,supramarginal R,RP
11009,postcentral R,RC
11010,middletemporal R,RT
11011,supramarginal R,RP
11012,precentral R,RC
11013,superiortemporal R,RT
11014,middletemporal R,RT
11015,transversetemporal R,RT
11016,supramarginal R,RP
11017,parahippocampal R,RT
11018,supramarginal R,RP
11019,postcentral R,RC
11020,paracentral R,RC
11022,precentral R,RC
11024,postcentral R,RC
11025,middletemporal R,RT
11026,insula R,RT
11028,supramarginal R,RP
11029,superiortemporal R,RT
11030,superiortemporal R,RT
11031,inferiortemporal R,RT
11032,supramarginal R,RP
11033,inferiortemporal R,RT
11034,paracentral R,RC
11035,supramarginal R,RP
11036,fusiform R,RT
11037,fusiform R,RT
11038,supramarginal R,RP
11040,insula R,RT
11041,parahippocampal R,RT
11043,paracentral R,RC
11044,insula R,RT
11045,supramarginal R,RP
11046,middletemporal R,RT
11048,transversetemporal R,RT
11049,postcentral R,RC
11051,parahippocampal R,RT
11052,supramarginal R,RP
11053,superiortemporal R,RT
11055,insula R,RT
11056,posteriorcingulate R,RL
11058,superiortemporal R,RT
11059,superiortemporal R,RT
11060,supramarginal R,RP
11061,supramarginal R,RP
11062,middletemporal R,RT
11063,posteriorcingulate R,RL
11065,superiortemporal R,RT
11066,postcentral R,RC
11068,inferiortemporal R,RT
11069,middletemporal R,RT
11070,posteriorcingulate R,RL
11071,posteriorcingulate R,RL
11074,supramarginal R,RP
11075,postcentral R,RC
11076,fusiform R,RT
11077,inferiortemporal R,RT
11078,supramarginal R,RP
11080,supramarginal R,RP
11081,middletemporal R,RT
11082,precentral R,RC
11083,superiortemporal R,RT
11084,postcentral R,RC
11085,insula R,RT
11086,postcentral R,RC
11087,supramarginal R,RP
11089,middletemporal R,RT
11091,inferiortemporal R,RT
11093,inferiortemporal R,RT
11094,supramarginal R,RP
11095,paracentral R,RC
11096,superiortemporal R,RT
11097,superiortemporal R,RT
11098,supramarginal R,RP
11100,middletemporal R,RT
11101,middletemporal R,RT
11102,inferiortemporal R,RT
11103,paracentral R,RC
11105,fusiform R,RT
11106,superiortemporal R,RT
11108,middletemporal R,RT
11110,posteriorcingulate R,RL
11112,supramarginal R,RP
11113,inferiortemporal R,RT
11115,inferiortemporal R,RT
11116,middletemporal R,RT
11118,superiortemporal R,RT
11119,superiortemporal R,RT
11121,paracentral R,RC
11122,supramarginal R,RP
11123,supramarginal R,RP
11125,parahippocampal R,RT
11126,supramarginal R,RP
11127,supramarginal R,RP
11129,supramarginal R,RP
11130,paracentral R,RC
11131,supramarginal R,RP
11132,middletemporal R,RT
11133,precentral R,RC
11134,supramarginal R,RP
11135,supramarginal R,RP
11137,precentral R,RC
11140,inferiortemporal R,RT
11141,fusiform R,RT
11142,postcentral R,RC
11143,postcentral R,RC
11144,superiortemporal R,RT
11145,precentral R,RC
11146,precentral R,RC
11148,superiortemporal R,RT
11149,middletemporal R,RT
11150,postcentral R,RC
11151,supramarginal R,RP
11152,precentral R,RC
11153,postcentral R,RC
11154,supramarginal R,RP
11155,posteriorcingulate R,RL
11156,precentral R,RC
11157,inferiortemporal R,RT
11159,postcentral R,RC
11160,fusiform R,RT
11161,inferiortemporal R,RT
11162,transversetemporal R,RT
11163,postcentral R,RC
11166,inferiortemporal R,RT
11167,paracentral R,RC
11168,middletemporal R,RT
11169,paracentral R,RC
11170,fusiform R,RT
11171,middletemporal R,RT
11173,supramarginal R,RP
11174,precentral R,RC
11175,postcentral R,RC
11176,precentral R,RC
11177,supramarginal R,RP
11178,paracentral R,RC
11179,superiortemporal R,RT
11180,posteriorcingulate R,RL
11181,transversetemporal R,RT
11182,precentral R,RC
11183,precentral R,RC
11184,supramarginal R,RP
11186,posteriorcingulate R,RL
11187,middletemporal R,RT
11188,posteriorcingulate R,RL
11189,postcentral R,RC
11190,paracentral R,RC
11192,parahippocampal R,RT
11193,parahippocampal R,RT
11195,superiortemporal R,RT
11196,superiortemporal R,RT
11199,superiortemporal R,RT
11200,parahippocampal R,RT
11201,middletemporal R,RT
11202,postcentral R,RC
11203,parahippocampal R,RT
11204,insula R,RT
11205,posteriorcingulate R,RL
11206,supramarginal R,RP
11207,precentral R,RC
11208,superiortemporal R,RT
11209,postcentral R,RC
11210,middletemporal R,RT
11211,supramarginal R,RP
11212,fusiform R,RT
11213,middletemporal R,RT
11214,inferiortemporal R,RT
11215,inferiortemporal R,RT
11216,precentral R,RC
11217,parahippocampal R,RT
11218,middletemporal R,RT
11219,supramarginal R,RP
11221,paracentral R,RC
11222,posteriorcingulate R,RL
11224,fusiform R,RT
11225,precentral R,RC
11226,fusiform R,RT
11227,precentral R,RC
11228,parahippocampal R,RT
11229,superiortemporal R,RT
11230,postcentral R,RC
11231,inferiortemporal R,RT
11232,inferiortemporal R,RT
11233,paracentral R,RC
11234,precentral R,RC
11235,insula R,RT
11236,transversetemporal R,RT
11237,parahippocampal R,RT
11238,supramarginal R,RP
11239,paracentral R,RC
11241,postcentral R,RC
11242,supramarginal R,RP
11243,supramarginal R,RP
11245,paracentral R,RC
11246,supramarginal R,RP
11248,precentral R,RC
11249,transversetemporal R,RT
11250,inferiortemporal R,RT
11251,supramarginal R,RP
11252,insula R,RT
11253,precentral R,RC
11255,supramarginal R,RP
11256,supramarginal R,RP
11258,supramarginal R,RP
11259,supramarginal R,RP
11260,insula R,RT
11261,paracentral R,RC
11262,inferiortemporal R,RT
11263,inferiortemporal R,RT
11264,precentral R,RC
11266,supramarginal R,RP
11267,middletemporal R,RT
11268,insula R,RT
11269,postcentral R,RC
11270,parahippocampal R,RT
11271,fusiform R,RT
11273,posteriorcingulate R,RL
11274,posteriorcingulate R,RL
11275,paracentral R,RC
11276,posteriorcingulate R,RL
11277,fusiform R,RT
11278,parahippocampal R,RT
11279,precentral R,RC
11280,superiortemporal R,RT
11281,insula R,RT
11282,supramarginal R,RP
11285,middletemporal R,RT
11286,supramarginal R,RP
11287,supramarginal R,RP
11288,supramarginal R,RP
11291,supramarginal R,RP
11292,precentral R,RC
11293,postcentral R,RC
11294,postcentral R,RC
11295,fusiform R,RT
11297,supramarginal R,RP
11298,supramarginal R,RP
11299,supramarginal R,RP
11301,supramarginal R,RP
11302,middletemporal R,RT
11305,middletemporal R,RT
11306,insula R,RT
11307,superiortemporal R,RT
11308,precentral R,RC
11309,postcentral R,RC
11310,precentral R,RC
11311,transversetemporal R,RT
11312,superiortemporal R,RT
11313,postcentral R,RC
11314,posteriorcingulate R,RL
11315,fusiform R,RT
11316,inferiortemporal R,RT
11317,postcentral R,RC
11318,postcentral R,RC
11319,superiortemporal R,RT
11320,postcentral R,RC
11321,superiortemporal R,RT
11322,superiortemporal R,RT
11323,postcentral R,RC
11324,paracentral R,RC
11325,paracentral R,RC
11326,transversetemporal R,RT
11327,paracentral R,RC
11328,supramarginal R,RP
11329,postcentral R,RC
11330,supramarginal R,RP
11331,inferiortemporal R,RT
11332,insula R,RT
11333,insula R,RT
11334,fusiform R,RT
11335,postcentral R,RC
11336,superiortemporal R,RT
11340,fusiform R,RT
11341,postcentral R,RC
11342,insula R,RT
11343,inferiortemporal R,RT
11345,inferiortemporal R,RT
11346,parahippocampal R,RT
11347,parahippocampal R,RT
11348,postcentral R,RC
11349,middletemporal R,RT
11352,precentral R,RC
11354,superiortemporal R,RT
11355,entorhinal R,RT
11356,postcentral R,RC
11358,superiortemporal R,RT
11359,superiortemporal R,RT
11360,supramarginal R,RP
11361,precentral R,RC
11363,middletemporal R,RT
11364,posteriorcingulate R,RL
11365,supramarginal R,RP
11368,precentral R,RC
11369,postcentral R,RC
11370,superiortemporal R,RT
11371,precentral R,RC
11372,postcentral R,RC
11373,precentral R,RC
11374,postcentral R,RC
11375,supramarginal R,RP
11376,inferiortemporal R,RT
11377,fusiform R,RT
11378,precentral R,RC
11379,entorhinal R,RT
11380,supramarginal R,RP
11381,postcentral R,RC
11382,insula R,RT
11383,insula R,RT
11385,inferiortemporal R,RT
11386,paracentral R,RC
11389,supramarginal R,RP
11390,insula R,RT
11393,postcentral R,RC
11394,precentral R,RC
11395,postcentral R,RC
11396,superiortemporal R,RT
11398,postcentral R,RC
11399,insula R,RT
11400,postcentral R,RC
11401,superiortemporal R,RT
11402,precentral R,RC
11403,postcentral R,RC
11404,postcentral R,RC
11405,superiortemporal R,RT
11406,supramarginal R,RP
11408,postcentral R,RC
11409,precentral R,RC
11410,precentral R,RC
11411,fusiform R,RT
11412,supramarginal R,RP
11413,postcentral R,RC
11414,inferiortemporal R,RT
11415,inferiortemporal R,RT
11416,fusiform R,RT
11417,superiortemporal R,RT
11421,precentral R,RC
11422,precentral R,RC
11423,middletemporal R,RT
11424,paracentral R,RC
11426,inferiortemporal R,RT
11427,precentral R,RC
11428,supramarginal R,RP
11429,precentral R,RC
11430,precentral R,RC
11433,precentral R,RC
11434,precentral R,RC
11435,insula R,RT
11436,precentral R,RC
11438,middletemporal R,RT
11439,paracentral R,RC
11440,postcentral R,RC
11441,parahippocampal R,RT
11443,posteriorcingulate R,RL
11444,paracentral R,RC
11445,precentral R,RC
11446,paracentral R,RC
11447,posteriorcingulate R,RL
11448,paracentral R,RC
11449,paracentral R,RC
11450,precentral R,RC
11451,insula R,RT
11452,superiortemporal R,RT
11453,middletemporal R,RT
11454,middletemporal R,RT
11456,paracentral R,RC
11457,paracentral R,RC
11458,fusiform R,RT
11460,inferiortemporal R,RT
11462,middletemporal R,RT
11463,posteriorcingulate R,RL
11466,postcentral R,RC
11467,middletemporal R,RT
11468,precentral R,RC
11469,insula R,RT
11470,inferiortemporal R,RT
11471,postcentral R,RC
11472,insula R,RT
11473,postcentral R,RC
11474,inferiortemporal R,RT
11475,paracentral R,RC
11476,precentral R,RC
11478,postcentral R,RC
11480,postcentral R,RC
11481,supramarginal R,RP
11482,precentral R,RC
11484,posteriorcingulate R,RL
11486,postcentral R,RC
11487,supramarginal R,RP
11488,precentral R,RC
11489,postcentral R,RC
11492,postcentral R,RC
11494,precentral R,RC
11495,posteriorcingulate R,RL
11496,fusiform R,RT
11497,superiortemporal R,RT
11500,middletemporal R,RT
11501,precentral R,RC
11502,precentral R,RC
11503,inferiortemporal R,RT
11505,fusiform R,RT
11506,postcentral R,RC
11507,supramarginal R,RP
11508,superiortemporal R,RT
11510,inferiortemporal R,RT
11511,precentral R,RC
11512,middletemporal R,RT
11513,postcentral R,RC
11514,precentral R,RC
11515,paracentral R,RC
11516,fusiform R,RT
11517,transversetemporal R,RT
11518,entorhinal R,RT
11519,posteriorcingulate R,RL
11520,precentral R,RC
11521,superiortemporal R,RT
11522,middletemporal R,RT
11523,postcentral R,RC
11524,superiortemporal R,RT
11525,supramarginal R,RP
11526,superiortemporal R,RT
11527,postcentral R,RC
11528,postcentral R,RC
11529,paracentral R,RC
11531,entorhinal R,RT
11532,precentral R,RC
11533,inferiortemporal R,RT
11534,precentral R,RC
11535,supramarginal R,RP
11536,middletemporal R,RT
11537,supramarginal R,RP
11538,postcentral R,RC
11539,precentral R,RC
11540,postcentral R,RC
11541,precentral R,RC
11542,middletemporal R,RT
11543,transversetemporal R,RT
11544,middletemporal R,RT
11545,postcentral R,RC
11546,fusiform R,RT
11548,precentral R,RC
11549,precentral R,RC
11550,supramarginal R,RP
11551,paracentral R,RC
11552,entorhinal R,RT
11553,precentral R,RC
11554,supramarginal R,RP
11555,posteriorcingulate R,RL
11556,precentral R,RC
11557,precentral R,RC
11558,entorhinal R,RT
11559,transversetemporal R,RT
11560,precentral R,RC
11561,superiortemporal R,RT
11562,paracentral R,RC
11563,precentral R,RC
11564,middletemporal R,RT
11565,precentral R,RC
11566,inferiortemporal R,RT
11568,inferiortemporal R,RT
11569,superiortemporal R,RT
11571,paracentral R,RC
11572,entorhinal R,RT
11573,paracentral R,RC
11574,precentral R,RC
11575,inferiortemporal R,RT
11576,inferiortemporal R,RT
11577,precentral R,RC
11578,supramarginal R,RP
11580,posteriorcingulate R,RL
11581,precentral R,RC
11582,precentral R,RC
11583,postcentral R,RC
11584,superiortemporal R,RT
11585,posteriorcingulate R,RL
11586,superiorfrontal R,RF
11587,postcentral R,RC
11588,postcentral R,RC
11590,middletemporal R,RT
11591,insula R,RT
11593,postcentral R,RC
11595,postcentral R,RC
11596,posteriorcingulate R,RL
11597,postcentral R,RC
11598,postcentral R,RC
11599,postcentral R,RC
11600,postcentral R,RC
11601,postcentral R,RC
11602,inferiortemporal R,RT
11603,postcentral R,RC
11604,precentral R,RC
11605,paracentral R,RC
11607,fusiform R,RT
11608,paracentral R,RC
11610,middletemporal R,RT
11611,paracentral R,RC
11612,fusiform R,RT
11614,precentral R,RC
11615,superiorfrontal R,RF
11616,precentral R,RC
11617,postcentral R,RC
11618,precentral R,RC
11619,entorhinal R,RT
11620,precentral R,RC
11621,postcentral R,RC
11622,precentral R,RC
11623,precentral R,RC
11624,superiortemporal R,RT
11626,precentral R,RC
11627,middletemporal R,RT
11628,inferiortemporal R,RT
11629,paracentral R,RC
11630,middletemporal R,RT
11631,precentral R,RC
11632,insula R,RT
11635,inferiortemporal R,RT
11636,middletemporal R,RT
11638,transversetemporal R,RT
11639,postcentral R,RC
11640,precentral R,RC
11642,posteriorcingulate R,RL
11644,fusiform R,RT
11645,posteriorcingulate R,RL
11646,precentral R,RC
11648,postcentral R,RC
11649,precentral R,RC
11650,precentral R,RC
11651,postcentral R,RC
11652,precentral R,RC
11654,postcentral R,RC
11655,postcentral R,RC
11656,postcentral R,RC
11657,postcentral R,RC
11658,postcentral R,RC
11660,posteriorcingulate R,RL
11661,precentral R,RC
11662,insula R,RT
11665,precentral R,RC
11666,transversetemporal R,RT
11667,middletemporal R,RT
11668,precentral R,RC
11669,posteriorcingulate R,RL
11672,insula R,RT
11673,postcentral R,RC
11674,precentral R,RC
11675,postcentral R,RC
11676,posteriorcingulate R,RL
11677,precentral R,RC
11678,superiortemporal R,RT
11679,postcentral R,RC
11680,superiortemporal R,RT
11681,middletemporal R,RT
11682,inferiortemporal R,RT
11683,insula R,RT
11684,precentral R,RC
11685,superiortemporal R,RT
11686,postcentral R,RC
11687,superiortemporal R,RT
11688,superiortemporal R,RT
11689,postcentral R,RC
11691,insula R,RT
11692,inferiortemporal R,RT
11693,precentral R,RC
11695,superiortemporal R,RT
11696,inferiortemporal R,RT
11697,precentral R,RC
11698,middletemporal R,RT
11700,postcentral R,RC
11701,superiorfrontal R,RF
11702,postcentral R,RC
11703,postcentral R,RC
11704,insula R,RT
11705,precentral R,RC
11706,superiorfrontal R,RF
11707,inferiortemporal R,RT
11708,inferiortemporal R,RT
11709,postcentral R,RC
11713,superiorfrontal R,RF
11714,fusiform R,RT
11715,precentral R,RC
11716,precentral R,RC
11717,insula R,RT
11718,posteriorcingulate R,RL
11720,postcentral R,RC
11721,precentral R,RC
11722,superiortemporal R,RT
11723,postcentral R,RC
11724,middletemporal R,RT
11725,inferiortemporal R,RT
11726,middletemporal R,RT
11727,postcentral R,RC
11728,posteriorcingulate R,RL
11729,postcentral R,RC
11731,postcentral R,RC
11732,inferiortemporal R,RT
11733,postcentral R,RC
11734,precentral R,RC
11735,posteriorcingulate R,RL
11736,paracentral R,RC
11738,postcentral R,RC
11739,precentral R,RC
11740,precentral R,RC
11741,postcentral R,RC
11742,postcentral R,RC
11743,superiorfrontal R,RF
11744,superiortemporal R,RT
11745,middletemporal R,RT
11746,entorhinal R,RT
11747,precentral R,RC
11748,fusiform R,RT
11749,inferiortemporal R,RT
11750,precentral R,RC
11751,superiortemporal R,RT
11753,entorhinal R,RT
11754,middletemporal R,RT
11755,inferiortemporal R,RT
11756,middletemporal R,RT
11757,insula R,RT
11758,superiortemporal R,RT
11759,posteriorcingulate R,RL
11760,postcentral R,RC
11761,insula R,RT
11762,insula R,RT
11763,middletemporal R,RT
11764,middletemporal R,RT
11765,postcentral R,RC
11766,middletemporal R,RT
11767,fusiform R,RT
11768,postcentral R,RC
11770,inferiortemporal R,RT
11771,precentral R,RC
11772,insula R,RT
11773,paracentral R,RC
11777,precentral R,RC
11778,middletemporal R,RT
11779,postcentral R,RC
11780,precentral R,RC
11782,superiortemporal R,RT
11783,posteriorcingulate R,RL
11784,superiorfrontal R,RF
11785,postcentral R,RC
11786,middletemporal R,RT
11787,postcentral R,RC
11788,paracentral R,RC
11789,middletemporal R,RT
11790,precentral R,RC
11791,inferiortemporal R,RT
11792,postcentral R,RC
11793,postcentral R,RC
11795,inferiortemporal R,RT
11796,superiortemporal R,RT
11797,superiorfrontal R,RF
11798,postcentral R,RC
11799,postcentral R,RC
11800,precentral R,RC
11801,inferiortemporal R,RT
11802,precentral R,RC
11803,precentral R,RC
11804,insula R,RT
11805,superiorfrontal R,RF
11806,insula R,RT
11807,transversetemporal R,RT
11808,fusiform R,RT
11809,posteriorcingulate R,RL
11810,precentral R,RC
11812,postcentral R,RC
11813,postcentral R,RC
11814,postcentral R,RC
11815,superiorfrontal R,RF
11816,postcentral R,RC
11817,inferiortemporal R,RT
11819,precentral R,RC
11821,inferiortemporal R,RT
11822,postcentral R,RC
11824,superiorfrontal R,RF
11825,precentral R,RC
11826,postcentral R,RC
11829,transversetemporal R,RT
11830,superiorfrontal R,RF
11831,inferiortemporal R,RT
11832,precentral R,RC
11833,fusiform R,RT
11835,superiortemporal R,RT
11836,postcentral R,RC
11837,postcentral R,RC
11839,fusiform R,RT
11840,superiorfrontal R,RF
11841,inferiortemporal R,RT
11844,entorhinal R,RT
11845,entorhinal R,RT
11848,paracentral R,RC
11849,inferiortemporal R,RT
11850,middletemporal R,RT
11853,paracentral R,RC
11854,entorhinal R,RT
11857,insula R,RT
11859,precentral R,RC
11860,postcentral R,RC
11861,insula R,RT
11863,precentral R,RC
11864,insula R,RT
11865,paracentral R,RC
11866,insula R,RT
11867,posteriorcingulate R,RL
11869,precentral R,RC
11870,postcentral R,RC
11871,middletemporal R,RT
11872,posteriorcingulate R,RL
11873,posteriorcingulate R,RL
11874,insula R,RT
11875,precentral R,RC
11876,inferiortemporal R,RT
11877,postcentral R,RC
11878,superiorfrontal R,RF
11879,inferiortemporal R,RT
11880,precentral R,RC
11882,fusiform R,RT
11883,postcentral R,RC
11884,superiorfrontal R,RF
11886,middletemporal R,RT
11887,precentral R,RC
11888,inferiortemporal R,RT
11889,precentral R,RC
11890,superiortemporal R,RT
11891,precentral R,RC
11892,middletemporal R,RT
11893,insula R,RT
11894,paracentral R,RC
11895,fusiform R,RT
11896,transversetemporal R,RT
11897,superiortemporal R,RT
11899,insula R,RT
11902,superiortemporal R,RT
11904,insula R,RT
11905,precentral R,RC
11907,precentral R,RC
11908,precentral R,RC
11909,superiorfrontal R,RF
11910,inferiortemporal R,RT
11911,middletemporal R,RT
11912,posteriorcingulate R,RL
11913,insula R,RT
11915,inferiortemporal R,RT
11916,middletemporal R,RT
11919,superiorfrontal R,RF
11920,precentral R,RC
11921,superiorfrontal R,RF
11922,postcentral R,RC
11924,insula R,RT
11925,superiortemporal R,RT
11926,precentral R,RC
11927,superiorfrontal R,RF
11929,middletemporal R,RT
11930,precentral R,RC
11931,insula R,RT
11932,postcentral R,RC
11935,superiortemporal R,RT
11936,inferiortemporal R,RT
11938,superiortemporal R,RT
11939,fusiform R,RT
11940,precentral R,RC
11941,postcentral R,RC
11942,superiorfrontal R,RF
11943,entorhinal R,RT
11945,superiortemporal R,RT
11946,insula R,RT
11947,postcentral R,RC
11948,precentral R,RC
11949,insula R,RT
11950,postcentral R,RC
11951,insula R,RT
11952,insula R,RT
11953,middletemporal R,RT
11954,postcentral R,RC
11955,insula R,RT
11956,posteriorcingulate R,RL
11958,transversetemporal R,RT
11959,inferiortemporal R,RT
11960,superiorfrontal R,RF
11961,superiorfrontal R,RF
11962,postcentral R,RC
11963,postcentral R,RC
11965,superiorfrontal R,RF
11966,postcentral R,RC
11967,fusiform R,RT
11969,paracentral R,RC
11970,superiorfrontal R,RF
11971,superiorfrontal R,RF
11972,insula R,RT
11973,precentral R,RC
11975,entorhinal R,RT
11976,middletemporal R,RT
11977,fusiform R,RT
11978,precentral R,RC
11980,postcentral R,RC
11981,fusiform R,RT
11982,postcentral R,RC
11983,fusiform R,RT
11984,superiortemporal R,RT
11985,insula R,RT
11986,precentral R,RC
11987,middletemporal R,RT
11988,superiorfrontal R,RF
11989,precentral R,RC
11990,precentral R,RC
11991,superiorfrontal R,RF
11992,inferiortemporal R,RT
11993,precentral R,RC
11995,superiorfrontal R,RF
11996,superiorfrontal R,RF
11998,precentral R,RC
11999,posteriorcingulate R,RL
12001,precentral R,RC
12002,superiortemporal R,RT
12003,postcentral R,RC
12005,caudalmiddlefrontal R,RF
12006,precentral R,RC
12007,inferiortemporal R,RT
12008,precentral R,RC
12009,precentral R,RC
12011,precentral R,RC
12013,middletemporal R,RT
12014,entorhinal R,RT
12015,superiortemporal R,RT
12016,precentral R,RC
12017,middletemporal R,RT
12018,superiorfrontal R,RF
12019,caudalmiddlefrontal R,RF
12020,postcentral R,RC
12021,posteriorcingulate R,RL
12022,precentral R,RC
12023,precentral R,RC
12024,superiortemporal R,RT
12025,postcentral R,RC
12026,superiorfrontal R,RF
12027,superiortemporal R,RT
12028,postcentral R,RC
12029,posteriorcingulate R,RL
12030,superiorfrontal R,RF
12031,fusiform R,RT
12032,insula R,RT
12033,superiorfrontal R,RF
12036,entorhinal R,RT
12037,middletemporal R,RT
12038,postcentral R,RC
12039,postcentral R,RC
12040,superiortemporal R,RT
12041,inferiortemporal R,RT
12042,middletemporal R,RT
12043,fusiform R,RT
12044,inferiortemporal R,RT
12045,superiorfrontal R,RF
12046,caudalmiddlefrontal R,RF
12047,caudalmiddlefrontal R,RF
12050,postcentral R,RC
12051,insula R,RT
12052,superiorfrontal R,RF
12053,superiorfrontal R,RF
12054,precentral R,RC
12055,postcentral R,RC
12056,inferiortemporal R,RT
12058,inferiortemporal R,RT
12059,precentral R,RC
12061,superiorfrontal R,RF
12062,precentral R,RC
12063,middletemporal R,RT
12064,superiorfrontal R,RF
12065,postcentral R,RC
12068,postcentral R,RC
12069,middletemporal R,RT
12072,inferiortemporal R,RT
12073,superiorfrontal R,RF
12074,postcentral R,RC
12075,posteriorcingulate R,RL
12076,insula R,RT
12080,entorhinal R,RT
12082,precentral R,RC
12083,superiortemporal R,RT
12084,inferiortemporal R,RT
12085,fusiform R,RT
12087,superiortemporal R,RT
12088,fusiform R,RT
12090,inferiortemporal R,RT
12091,fusiform R,RT
12092,middletemporal R,RT
12093,postcentral R,RC
12094,precentral R,RC
12095,postcentral R,RC
12096,postcentral R,RC
12097,postcentral R,RC
12098,superiorfrontal R,RF
12099,superiorfrontal R,RF
12101,fusiform R,RT
12102,fusiform R,RT
12103,insula R,RT
12105,postcentral R,RC
12106,superiortemporal R,RT
12107,postcentral R,RC
12108,precentral R,RC
12110,insula R,RT
12112,middletemporal R,RT
12113,fusiform R,RT
12114,superiortemporal R,RT
12116,postcentral R,RC
12117,middletemporal R,RT
12118,fusiform R,RT
12119,superiorfrontal R,RF
12120,postcentral R,RC
12121,superiorfrontal R,RF
12123,postcentral R,RC
12124,superiortemporal R,RT
12125,superiortemporal R,RT
12126,middletemporal R,RT
12127,superiorfrontal R,RF
12128,precentral R,RC
12129,middletemporal R,RT
12131,inferiortemporal R,RT
12132,posteriorcingulate R,RL
12133,superiorfrontal R,RF
12134,insula R,RT
12135,superiortemporal R,RT
12136,precentral R,RC
12138,precentral R,RC
12139,superiortemporal R,RT
12140,precentral R,RC
12141,caudalmiddlefrontal R,RF
12142,superiortemporal R,RT
12145,entorhinal R,RT
12147,posteriorcingulate R,RL
12148,precentral R,RC
12149,precentral R,RC
12150,precentral R,RC
12151,superiortemporal R,RT
12152,insula R,RT
12153,entorhinal R,RT
12154,superiorfrontal R,RF
12155,superiorfrontal R,RF
12157,caudalmiddlefrontal R,RF
12158,superiorfrontal R,RF
12159,caudalmiddlefrontal R,RF
12160,middletemporal R,RT
12161,precentral R,RC
12162,middletemporal R,RT
12164,entorhinal R,RT
12166,precentral R,RC
12167,precentral R,RC
12168,caudalmiddlefrontal R,RF
12169,insula R,RT
12170,precentral R,RC
12171,superiortemporal R,RT
12172,middletemporal R,RT
12173,superiorfrontal R,RF
12174,middletemporal R,RT
12175,postcentral R,RC
12176,precentral R,RC
12177,postcentral R,RC
12178,postcentral R,RC
12179,superiorfrontal R,RF
12180,precentral R,RC
12181,posteriorcingulate R,RL
12182,superiorfrontal R,RF
12183,precentral R,RC
12184,fusiform R,RT
12185,precentral R,RC
12186,superiorfrontal R,RF
12187,superiorfrontal R,RF
12188,middletemporal R,RT
12189,postcentral R,RC
12190,postcentral R,RC
12191,superiortemporal R,RT
12192,postcentral R,RC
12193,caudalmiddlefrontal R,RF
12195,inferiortemporal R,RT
12196,precentral R,RC
12197,superiortemporal R,RT
12198,entorhinal R,RT
12199,precentral R,RC
12200,insula R,RT
12201,superiorfrontal R,RF
12202,caudalmiddlefrontal R,RF
12204,caudalmiddlefrontal R,RF
12205,inferiortemporal R,RT
12206,superiortemporal R,RT
12208,entorhinal R,RT
12209,fusiform R,RT
12210,precentral R,RC
12211,postcentral R,RC
12212,superiorfrontal R,RF
12213,posteriorcingulate R,RL
12215,precentral R,RC
12217,superiorfrontal R,RF
12218,fusiform R,RT
12219,superiortemporal R,RT
12220,insula R,RT
12221,middletemporal R,RT
12222,precentral R,RC
12224,postcentral R,RC
12225,precentral R,RC
12226,postcentral R,RC
12227,precentral R,RC
12228,inferiortemporal R,RT
12229,postcentral R,RC
12231,inferiortemporal R,RT
12232,superiorfrontal R,RF
12233,entorhinal R,RT
12234,precentral R,RC
12235,precentral R,RC
12237,posteriorcingulate R,RL
12238,postcentral R,RC
12239,precentral R,RC
12240,superiorfrontal R,RF
12242,precentral R,RC
12243,middletemporal R,RT
12244,precentral R,RC
12245,precentral R,RC
12246,precentral R,RC
12247,entorhinal R,RT
12248,middletemporal R,RT
